id,MUNICÍPIO,LOCALIDADE,LONGITUDE,LATITUDE,CÓDIGO DO,TI,CODIBGE,POPULAÇÃ,DATA DA PE,AQUÍFERO,FINALIDADE,PROFUNDIDA,VAZÃO (m³),ESTADO,RESÍDUO T,CLORETO,DUREZA,NITRATO,FERRO,COR APAREN,FLUORETO,MANGANÊS,NITRATO (1,PH,SULFATO,TURBIDEZ,ESTADO QUA,DATA DA CO,DATA DA AN,POPULAÇ_1,CÓDIGO _1
289,Tremedal,MALHADA LIMPA,-41.547499,-15.197499,20,Sudoeste Baiano,2931806,,26/01/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,4",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
290,Tucano,ITAPICURU,-38.760833,-11.018054,4,Sisal,2931905,,12/12/2023,CONFINADO,ABASTECIMENTO HUMANO,"83,3","34,43",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
291,Santaluz,PENEDO,-39.742221,-11.301388,4,Sisal,2928000,,01/12/2023,FISSURAL,NÃO INFORMADO,"104","1,32",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
292,Riachão do Jacuípe,BOM VIVER,-39.329166,-11.933054,15,Bacia do Jacuípe,2926301,,29/11/2023,FISSURAL,NÃO INFORMADO,"120","2,28",VAZÃO APROVEITÁVEL,"1570","363","345","41,7","<0,01","5","3,57",<Null>,"41,7","6,27","87,2","3,8",UTILIZÁVEL APÓS TRATAMENTO,04/02/2024,05/03/2024,,"-"
293,Urandi,CACHOEIRA,-42.647221,-14.749444,13,Sertão Produtivo,2932606,,28/11/2023,FISSURAL,NÃO INFORMADO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
294,Rafael Jambeiro,PORTEIRA UM,-39.373332,-12.560555,14,Piemonte do Paraguaçu,2925956,,23/11/2023,FISSURAL,NÃO INFORMADO,"90","2,11",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
295,Rafael Jambeiro,LAGOINHA DE CIMA,-39.406388,-12.554166,14,Piemonte do Paraguaçu,2925956,,20/11/2023,FISSURAL,NÃO INFORMADO,"90","5,39",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
296,Urandi,OLHO D'ÁGUA DA JUREMA,-42.666666,-14.656666,13,Sertão Produtivo,2932606,,19/11/2023,FISSURAL,NÃO INFORMADO,"100","7,4",VAZÃO APROVEITÁVEL,"901","222","538","0,54","0,0149","5","<0,25","0,041","0,54","6,69","122","0,1",ADEQUADA PARA CONSUMO HUMANO,10/02/2024,22/03/2024,,"-"
297,Urandi,RIO VERDE,-42.749444,-14.860555,13,Sertão Produtivo,2932606,,13/11/2023,FISSURAL,NÃO INFORMADO,"73","3,48",VAZÃO APROVEITÁVEL,"1894","477","847","108","0,0402","5","0,67","0,525","108","7,08","75,2",<Null>,UTILIZÁVEL APÓS TRATAMENTO,20/06/2024,24/07/2024,,"-"
298,Itaguaçu da Bahia,ENTRONCAMENTO,-42.169721,-10.711388,1,Irecê,2915353,,11/11/2023,CÁRSTICO,ABASTECIMENTO HUMANO,"60","16,74",VAZÃO APROVEITÁVEL,"584","96,7","413","8,42","<0,01","5","0,64",<Null>,"8,42","7,45","45,2","0,7",UTILIZÁVEL APÓS TRATAMENTO,04/12/2023,02/02/2024,,"-"
299,Palmas de Monte Alto,VARGEM COMPRIDA,-43.09611,-14.082777,13,Sertão Produtivo,2923407,,10/11/2023,FISSURAL,NÃO INFORMADO,"110","24",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
300,Xique-Xique,BAIXA VERDE,-42.511111,-10.774999,1,Irecê,2933604,,03/11/2023,FISSURAL,ABASTECIMENTO HUMANO,"85","1,84",VAZÃO APROVEITÁVEL,"777","156","412","6,59","<0,01","5","0,49",<Null>,"6,59","7,7","58,6","0,4",UTILIZÁVEL APÓS TRATAMENTO,01/12/2023,06/02/2024,,"-"
301,Itaguaçu da Bahia,AROEIRA,-42.303888,-11.023332,1,Irecê,2915353,,31/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"57","4,72",VAZÃO APROVEITÁVEL,"870","99,9","662","29,7","<0,01","5","0,41",<Null>,"29,7","7,27","37,6","0,55",UTILIZÁVEL APÓS TRATAMENTO,03/12/2023,02/02/2024,,"-"
302,Malhada,ASSENTAMENTO ALTO DA BOA VISTA,-43.665277,-14.264444,2,Velho Chico,2920205,,31/10/2023,CÁRSTICO,NÃO INFORMADO,"180","2,01",VAZÃO APROVEITÁVEL,"522","65,9","241","0,41","<0,01","5","<0,25","0,025","0,41","6,53","150","0,35",UTILIZÁVEL APÓS TRATAMENTO,14/02/2024,20/03/2024,,"-"
303,Riachão do Jacuípe,CAIÇARA,-39.484999,-11.825277,15,Bacia do Jacuípe,2926301,,29/10/2023,FISSURAL,NÃO INFORMADO,"120","0,42",VAZÃO APROVEITÁVEL,"8010","3940","4060","3,35","0,0231","5","0,37","0,131","3,35","7,68","64,3","1,4",UTILIZÁVEL APÓS TRATAMENTO,23/04/2024,20/05/2024,,"-"
304,Riachão do Jacuípe,PAU BRANCO,-39.415833,-11.727221,15,Bacia do Jacuípe,2926301,,27/10/2023,FISSURAL,NÃO INFORMADO,"120","1,32",VAZÃO APROVEITÁVEL,"2755","1490","1600","1,24","0,108","5","1,23","0,2","1,24","8,3","179","0,7",UTILIZÁVEL APÓS TRATAMENTO,24/04/2024,20/05/2024,,"-"
305,Botuporã,MANDASSAIA,-42.519166,-13.400277,12,Bacia do Paramirim,2904209,,21/10/2023,FISSURAL,NÃO INFORMADO,"52","10,02",VAZÃO APROVEITÁVEL,"561","34,7","258","4,61","0,0136","5","1,21",<Null>,"4,61","6,69","24,1",<Null>,ADEQUADA PARA CONSUMO HUMANO,26/06/2024,24/07/2024,,"-"
306,Tucano,ASSENTAMENTO BELA VISTA TRÊS,-38.813611,-11.376666,4,Sisal,2931905,,19/10/2023,LIVRE,NÃO INFORMADO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
307,Sento Sé,PONTA D'ÁGUA,-42.053333,-10.140277,10,Sertão do São Francisco,2930204,,18/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"102","9,11",VAZÃO APROVEITÁVEL,"4725","1470","1890","2,96","<0,01","5","<0,1",<Null>,"2,96","7,45","350","0,55",UTILIZÁVEL APÓS TRATAMENTO,29/11/2023,07/02/2024,,"-"
308,Caturama,MOREIRA,-42.229166,-13.116111,12,Bacia do Paramirim,2907558,,17/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"100","8,8",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
309,Sento Sé,ASSENTAMENTO BEIRA RIO,-41.924999,-10.210277,10,Sertão do São Francisco,2930204,,16/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"100","4,56",VAZÃO APROVEITÁVEL,"1239","250","685","<0,1","<0,01","5","<0,25","0,131","<0,1","7,59","161","0,35",UTILIZÁVEL APÓS TRATAMENTO,28/11/2023,06/02/2024,,"-"
310,Rio do Pires,SACO LONGO,-42.319721,-13.107222,12,Bacia do Paramirim,2926905,,15/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"150","24",VAZÃO APROVEITÁVEL,"1071,6","443,75","650","0,97","<0,10","1","<0,10",<Null>,"0,97","6,7",<Null>,<Null>,UTILIZÁVEL APÓS TRATAMENTO,16/11/2023,11/12/2023,,"-"
311,Sento Sé,JUNCO - ASSENTAMENTO NOVA ESPERANÇA,-41.823054,-10.337221,10,Sertão do São Francisco,2930204,,14/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"90","10,43",VAZÃO APROVEITÁVEL,"7810","2460","2910","3,63","0,21","5","<0,1","2,8","3,63","7,44","785","0,65",UTILIZÁVEL APÓS TRATAMENTO,15/12/2023,07/02/2024,,"-"
312,Brumado,OURO VERDE,-41.57861,-14.18611,13,Sertão Produtivo,2904605,,06/10/2023,FISSURAL,ABASTECIMENTO HUMANO,"72","3,05",VAZÃO APROVEITÁVEL,"3124","1090","1260","11,1","<0,01","5","0,43",<Null>,"11,1","6,43","234","0,4",UTILIZÁVEL APÓS TRATAMENTO,08/04/2024,22/05/2024,,"-"
313,Sento Sé,MINA DO INCAIBRO,-41.115,-9.52861,10,Sertão do São Francisco,2930204,,30/09/2023,NÃO INFORMADO,ABASTECIMENTO HUMANO,"85","4,21",VAZÃO APROVEITÁVEL,"945","355","400","36,45","<0,10","1","<0,10","0,23","36,45","6,47",<Null>,"3,48",UTILIZÁVEL APÓS TRATAMENTO,13/10/2023,05/12/2023,,"-"
314,Ibipeba,C.E. DO CAMPO JOSÉ DE ANCHIETA,-42.311666,-11.439999,1,Irecê,2912400,,26/09/2023,CÁRSTICO,NÃO INFORMADO,"119","12",VAZÃO APROVEITÁVEL,"1690","355","400","12","0,41","10","0,46",<Null>,"12","7,07",<Null>,"12,5",UTILIZÁVEL APÓS TRATAMENTO,07/10/2023,04/12/2023,,"-"
315,Cansanção,SIRIGADO,-39.647499,-10.770554,4,Sisal,2906808,,23/09/2023,FISSURAL,NÃO INFORMADO,"120","16,5",VAZÃO APROVEITÁVEL,"3585","1560","1910","3,96","<0,01","5","0,85",<Null>,"3,96","2,15","1180","0,25",UTILIZÁVEL APÓS TRATAMENTO,03/03/2024,23/04/2024,,"-"
316,Sobradinho,ASSENTAMENTO FAZENDA DO VALE,-40.771943,-9.579166,10,Sertão do São Francisco,2930774,,22/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","2,69",VAZÃO APROVEITÁVEL,"1375","710","400","18,6","<0,10","1","0,31",<Null>,"18,6","7,47","31,35",<Null>,UTILIZÁVEL APÓS TRATAMENTO,12/10/2023,05/12/2023,,"-"
317,Iraquara,CARREIRO GRANDE,-41.615277,-12.217777,3,Chapada Diamantina,2914406,,20/09/2023,CÁRSTICO,NÃO INFORMADO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
318,Cansanção,SIRIGADO,-38.639999,-10.768332,4,Sisal,2906808,,20/09/2023,FISSURAL,NÃO INFORMADO,"90","25,55",VAZÃO APROVEITÁVEL,"4145","2450","2620","3,06","<0,01","5","0,55",<Null>,"3,06","7,83","423","6",UTILIZÁVEL APÓS TRATAMENTO,04/03/2024,18/04/2024,,"-"
319,São Domingos,CENTRO ESTADUAL DE EDUC. PROF. DO SEMI-ÁRIDO,-39.524443,-11.456388,4,Sisal,2928950,,15/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"96","1,05",VAZÃO APROVEITÁVEL,"13140","2662,5","2100","20,1","0,16","1","0,76","0,55","20,1","7,25","138,7",<Null>,UTILIZÁVEL APÓS TRATAMENTO,01/11/2023,28/11/2023,,"-"
320,Campo Alegre de Lourdes,SÍTIO SANTO ANTÔNIO,-42.999721,-9.643055,10,Sertão do São Francisco,2905909,,12/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"72","28,29",VAZÃO APROVEITÁVEL,"650","106,5","500","8,4","<0,10","1","0,65","0,1","8,4","7,18","12,4",<Null>,UTILIZÁVEL APÓS TRATAMENTO,19/10/2023,04/12/2023,,"-"
321,Campo Alegre de Lourdes,BRASILEIRO,-43.006944,-9.551388,10,Sertão do São Francisco,2905909,,11/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"100","4,5",VAZÃO APROVEITÁVEL,"655","97,63","350","8,5","<0,10","1","0,49",<Null>,"8,5","7,23","7",<Null>,UTILIZÁVEL APÓS TRATAMENTO,18/10/2023,04/12/2023,,"-"
322,Santaluz,CEEP PAULO FREIRE,-39.383888,-11.247777,4,Sisal,2928000,,09/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"102","2,14",VAZÃO APROVEITÁVEL,"5940","2485","2400","2,15","<0,10","1","0,99","0,92","2,15","7,74","317","1,5",UTILIZÁVEL APÓS TRATAMENTO,14/10/2023,24/11/2023,,"-"
323,Remanso,PONTA DA SERRA OU PONTA DA SERRA UM,-42.08361,-9.380832,10,Sertão do São Francisco,2926004,,09/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","2,93",VAZÃO APROVEITÁVEL,"1455","710","500","24,15","<0,10","1","0,73",<Null>,"24,15","7,38","48,7",<Null>,UTILIZÁVEL APÓS TRATAMENTO,16/10/2023,24/11/2023,,"-"
324,Remanso,SALINA DO BREJO,-42.183888,-9.399444,10,Sertão do São Francisco,2926004,,07/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","1,76",VAZÃO APROVEITÁVEL,"6245","2485","2800","14,7","<0,10","1","0,24","0,63","14,7","7,19","7,25",<Null>,UTILIZÁVEL APÓS TRATAMENTO,16/10/2023,28/11/2023,,"-"
325,Santaluz,COLÉGIO ESTADUAL JOSÉ LEITÃO,-39.375277,-11.260833,4,Sisal,2928000,,06/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"60","5,08",VAZÃO APROVEITÁVEL,"4415","1331,25","1500","6","<0,10","1","0,63","0,48","6","7,41","180,5",<Null>,UTILIZÁVEL APÓS TRATAMENTO,15/10/2023,28/11/2023,,"-"
326,Pintadas,BOA VISTA,-39.958888,-11.806111,15,Bacia do Jacuípe,2924652,,05/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"72","7,33",VAZÃO APROVEITÁVEL,"19640","5360","14800","<0,1","205","100","0,15","21,2","<0,1","4,71","192","850",UTILIZÁVEL APÓS TRATAMENTO,21/04/2024,20/05/2024,,"-"
327,Tucano,FAZENDA CURVA DO S,-38.872777,-10.808611,4,Sisal,2931905,,04/09/2023,CONFINADO,ABASTECIMENTO HUMANO,"186","22,63",VAZÃO APROVEITÁVEL,"742","212","394","<0,1","0,118","5","0,44",<Null>,"<0,1","6,74","77,6","0,6",UTILIZÁVEL APÓS TRATAMENTO,29/04/2024,28/05/2024,,"-"
328,Pintadas,TABULEIRO DE LOURIVALDO,-39.982777,-11.833054,15,Bacia do Jacuípe,2924652,,03/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
329,Palmeiras,CARMONA,-41.583888,-12.450833,3,Chapada Diamantina,2923506,,01/09/2023,CÁRSTICO,ABASTECIMENTO HUMANO,"138","8,52",VAZÃO APROVEITÁVEL,"1040","355","400","0,28","<0,10","1","<0,10",<Null>,"0,28","7,54","150,05",<Null>,UTILIZÁVEL APÓS TRATAMENTO,09/09/2023,17/10/2023,,"-"
330,Uauá,CENTRO TERRIT EDUC PROF SERTÃO SÃO FRANCISCO II,-39.485555,-9.840277,10,Sertão do São Francisco,2932002,,01/09/2023,FISSURAL,ABASTECIMENTO HUMANO,"130","0,44",VAZÃO APROVEITÁVEL,"6555","2840","3000","30,6","<0,10","1","0,68","0,79","30,6","7,5","203,2",<Null>,UTILIZÁVEL APÓS TRATAMENTO,11/10/2023,05/12/2023,,"-"
331,Mairi,FEIRA DO ROLO,-40.205,-11.808611,15,Bacia do Jacuípe,2920106,,31/08/2023,FISSURAL,NÃO INFORMADO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
332,Mairi,PAU FERRO,-40.225554,-11.724443,15,Bacia do Jacuípe,2920106,,29/08/2023,FISSURAL,NÃO INFORMADO,"120","0,68",VAZÃO APROVEITÁVEL,"14670","2870","8500","1,66","1,45","40","0,29","0,952","1,66","7,02","294","45",UTILIZÁVEL APÓS TRATAMENTO,28/03/2024,10/05/2024,,"-"
333,Mairi,LAGOA DAS PEDRAS,-40.002222,-11.774721,15,Bacia do Jacuípe,2920106,,28/08/2023,FISSURAL,NÃO INFORMADO,"60","16,5",VAZÃO APROVEITÁVEL,"10520","5100","4610","2,19","0,152","15","0,51","1,42","2,19","7,42","512","1,1",UTILIZÁVEL APÓS TRATAMENTO,21/03/2024,10/05/2024,,"-"
334,Valente,C.E.T.I. WILSON LINS,-39.461388,-11.41,4,Sisal,2933000,,23/08/2023,FISSURAL,NÃO INFORMADO,"50","2,26",VAZÃO APROVEITÁVEL,"2940","1065","1200","23,3","<0,10","1","0,44","0,11","23,3","6,92","132,5",<Null>,UTILIZÁVEL APÓS TRATAMENTO,11/10/2023,05/12/2023,,"-"
335,Mairi,JIBÓIA,-40.275277,-11.64611,15,Bacia do Jacuípe,2920106,,23/08/2023,FISSURAL,NÃO INFORMADO,"110","2,19",VAZÃO APROVEITÁVEL,"4850","2100","2460","8,24","<0,01","10","0,19","0,029","8,24","7,8","137","2,8",UTILIZÁVEL APÓS TRATAMENTO,23/03/2024,10/05/2024,,"-"
336,Mairi,GAMELEIRA,-40.275277,-11.64611,15,Bacia do Jacuípe,2920106,,17/08/2023,FISSURAL,NÃO INFORMADO,"72","4,33",VAZÃO APROVEITÁVEL,"6355","1930","2590","0,77","0,0564","5","0,43","0,838","0,77","7,79","177","0,1",UTILIZÁVEL APÓS TRATAMENTO,19/03/2024,23/04/2024,,"-"
337,Piritiba,NOVA ESPERANÇA,-40.547221,-11.649444,14,Piemonte do Paraguaçu,2924801,,15/08/2023,FISSURAL,NÃO INFORMADO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
338,Riacho de Santana,PAU BRANCO,-42.994721,-13.502222,2,Velho Chico,2926400,,09/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","7,4",VAZÃO APROVEITÁVEL,"786","0,34","477,25","<0,10","<0,08","8","<0,10",<Null>,"<0,10","7,46",<Null>,<Null>,UTILIZÁVEL APÓS TRATAMENTO,29/08/2023,27/09/2023,,"-"
339,Piritiba,ASSENTAMENTO RURAL ESPERANÇA,-40.723888,-11.568332,14,Piemonte do Paraguaçu,2924801,,09/08/2023,FISSURAL,NÃO INFORMADO,"60","3,67",VAZÃO APROVEITÁVEL,"11810","5700","6420","0,29","<0,01","5","0,52","0,547","0,29","7,31","285","0,15",UTILIZÁVEL APÓS TRATAMENTO,20/04/2024,20/05/2024,,"-"
340,Oliveira dos Brejinhos,PARQUE DE EXPOSIÇÃO E COMERCIALIZAÇÃO CENTRAL,-42.493888,-12.351944,2,Velho Chico,2923209,,05/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"102","0,64",VAZÃO APROVEITÁVEL,"878","109,74","400,4","27,91","0,15","12","0,13",<Null>,"27,91","8,35","44,23","1,4",UTILIZÁVEL APÓS TRATAMENTO,31/08/2023,27/09/2023,,"-"
341,Ituaçu,FOVEIRA,-41.412777,-13.934721,13,Sertão Produtivo,2917201,,05/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"80","2,27",VAZÃO APROVEITÁVEL,"1430","184,69","853","0,95","0,69","58","0,3","0,6","0,95","7,79","35,94","14,7",UTILIZÁVEL APÓS TRATAMENTO,25/08/2023,27/09/2023,,"-"
342,Palmas de Monte Alto,BARRA DO JUAZEIRINHO,-43.111111,-13.980277,13,Sertão Produtivo,2923407,,04/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","1,42",VAZÃO APROVEITÁVEL,"3840","28,92","1400","2,08372","0,49",<5,"1,43","0,28","2,08372","7,23","11,17",<Null>,UTILIZÁVEL APÓS TRATAMENTO,18/08/2023,15/09/2023,,"-"
343,Mundo Novo,CENTRO TERRIT EDUC PROF PIEMONTE DO PARAGUAÇU II,-40.469166,-11.859166,14,Piemonte do Paraguaçu,2922102,,04/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"162","0,69",VAZÃO APROVEITÁVEL,"878","216,02","228","1,11192","0,43","9","0,17","0,14","1,11192","8,04","18,84","0,97",UTILIZÁVEL APÓS TRATAMENTO,07/08/2023,15/09/2023,,"-"
344,Tanhaçu,COLÉGIO ANTÔNIO CARLOS MAGALHÃES,-41.245833,-14.02611,13,Sertão Produtivo,2931004,,02/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","1,3",VAZÃO APROVEITÁVEL,"2310","133,48","601","70,98","0,18",<5,"0,12",<Null>,"70,98","7,54","57,61","0,52",UTILIZÁVEL APÓS TRATAMENTO,25/08/2023,27/09/2023,,"-"
345,Feira da Mata,BAIXÃO,-44.411388,-14.182221,2,Velho Chico,2910776,,01/08/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","60,42",VAZÃO APROVEITÁVEL,"649","14,74","210","4,76634","0,35",<5,"0,33","0,05","4,76634","7,3","0,1",<Null>,UTILIZÁVEL APÓS TRATAMENTO,16/08/2023,25/09/2023,,"-"
346,Tanhaçu,LAGOA DOS PATOS,-41.252777,-14.233888,13,Sertão Produtivo,2931004,,31/07/2023,FISSURAL,NÃO INFORMADO,"71","22,63",VAZÃO APROVEITÁVEL,"2910","249,94","1510","27,58","0,15","14","0,36","1,24","27,58","6,8","97,2","0,54",UTILIZÁVEL APÓS TRATAMENTO,27/08/2023,27/09/2023,,"-"
347,Rio do Antônio,COLEGIO ESTADUAL PROFESSORA LIA PUBLIO DE CASTRO,-42.114444,-14.200277,13,Sertão Produtivo,2926806,,30/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"81","2,12",VAZÃO APROVEITÁVEL,"1280","164,26","441","154,68","339","20","0,58",<Null>,"154,68","6,82","49,9","4,03",UTILIZÁVEL APÓS TRATAMENTO,22/08/2023,27/09/2023,,"-"
348,Guanambi,COLÉGIO MODELO LUÍS EDUARDO MAGALHÃES,-42.773332,-14.214722,13,Sertão Produtivo,2911709,,29/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"129","1,44",VAZÃO APROVEITÁVEL,"1380","380,32","659","1,11192","0,67","12","1,17","0,89","1,11192","7,16","8,9","2,31",UTILIZÁVEL APÓS TRATAMENTO,19/08/2023,15/09/2023,,"-"
349,Bom Jesus da Lapa,C.E. MONSENHOR TURIBIO VILANOVA,-43.406666,-13.251388,2,Velho Chico,2903904,,26/07/2023,CÁRSTICO,NÃO INFORMADO,"90","5,82",VAZÃO APROVEITÁVEL,"552","21,39","300","<0,0226","4,04","344","<0,100","0,31","<0,0226","7,22","10,04","35,6",UTILIZÁVEL APÓS TRATAMENTO,04/08/2023,15/09/2023,,"-"
350,Serra do Ramalho,COLÉGIO ESTADUAL CLEONICE OLEGÁRIO DOS SANTOS,-43.582777,-13.276666,2,Velho Chico,2930154,,24/07/2023,CÁRSTICO,ABASTECIMENTO HUMANO,"150","4,26",VAZÃO APROVEITÁVEL,"784","143,89","349","0,04972","0,37","9","1,95","0,05","0,04972","7,09","114,42","0,96",UTILIZÁVEL APÓS TRATAMENTO,13/08/2023,25/09/2023,,"-"
351,Brumado,CAJUEIRO,-41.670832,-14.400833,13,Sertão Produtivo,2904605,,22/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"75","11,31",VAZÃO APROVEITÁVEL,"1170","165,03","306","83,23","1,39","17","0,41","1,2","83,23","7,17","56,78","16,8",UTILIZÁVEL APÓS TRATAMENTO,24/08/2023,15/09/2023,,"-"
352,Urandi,CAPA,-42.710833,-14.820277,13,Sertão Produtivo,2932606,,20/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","7,4",VAZÃO APROVEITÁVEL,"1720","29,06","1100","53,57","1","143","<0,1","0,07","53,57","7,37","1,51","38,2",UTILIZÁVEL APÓS TRATAMENTO,20/08/2023,27/09/2023,,"-"
353,Urandi,SANTA CRUZ,-42.683333,-14.805277,13,Sertão Produtivo,2932606,,20/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","3,96",VAZÃO APROVEITÁVEL,"621","136,29","342","0,3","<0,08","14","<0,1","0,04","0,3","7,45","230,25","1,09",UTILIZÁVEL APÓS TRATAMENTO,21/08/2023,27/09/2023,,"-"
354,Lajedinho,COLÉGIO ESTADUAL DELZAIR NASCIMENTO GALVÃO,-40.905,-12.351666,14,Piemonte do Paraguaçu,2919009,,07/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"150","0,53",VAZÃO APROVEITÁVEL,"2010","531,37","731","0,08362","<0,08",<5,"0,14",<Null>,"0,08362","6,41","17","1,46",UTILIZÁVEL APÓS TRATAMENTO,06/08/2023,15/09/2023,,"-"
355,Lajedinho,RIACHO DO MEIO,-40.906944,-12.424721,14,Piemonte do Paraguaçu,2919009,,05/07/2023,FISSURAL,ABASTECIMENTO HUMANO,"100","3,57",VAZÃO APROVEITÁVEL,"1340","289,3","602","0,02486","<0,08","13","0,12","1,71","0,02486","6,82","22,87","1,4",UTILIZÁVEL APÓS TRATAMENTO,05/08/2023,15/09/2023,,"-"
356,Rio do Pires,SACO LONGO,-42.319721,-13.1075,12,Bacia do Paramirim,2926905,,04/07/2023,FISSURAL,NÃO INFORMADO,"150","3,85",VAZÃO APROVEITÁVEL,"2340","448,16","695","<0,030","0,09","14","<0,100",<Null>,"<0,030","5,96","11,69","3,73",UTILIZÁVEL APÓS TRATAMENTO,14/07/2023,24/08/2023,,"-"
357,Contendas do Sincorá,MARACANÃ,-40.959444,-13.915,13,Sertão Produtivo,2908804,,19/06/2023,FISSURAL,ABASTECIMENTO HUMANO,"78","9,32",VAZÃO APROVEITÁVEL,"832","289,7","614,61","22,87","<0,08",<5,"<0,0033","0,13","22,87","6,95","102,33","0,8",UTILIZÁVEL APÓS TRATAMENTO,22/06/2023,14/08/2023,,"-"
358,Tanhaçu,LAGOA DAS PEDRAS,-41.229443,-13.958888,13,Sertão Produtivo,2931004,,16/06/2023,FISSURAL,ABASTECIMENTO HUMANO,"120","1,26",VAZÃO APROVEITÁVEL,"994","209,2","466","0,1672","<0,08","5","<0,100","1,4","0,1672","7,44","46,45","2,05",UTILIZÁVEL APÓS TRATAMENTO,30/06/2023,06/09/2023,,"-"
359,Tanhaçu,PÉ DO MORRO,-41.278332,-13.937499,13,Sertão Produtivo,2931004,,15/06/2023,CÁRSTICO / FISSURAL,NÃO INFORMADO,"81","49,5",VAZÃO APROVEITÁVEL,"548","78,25","309,85","<0,10","0,36","32","0,2","0,63","<0,10","7,32","16,33","5,56",UTILIZÁVEL APÓS TRATAMENTO,03/08/2023,06/09/2023,,"-"
